id sensor;temperatura;humedad;ph;precipitacion;nombre;latitud;longitud
3;26;55.8;7.3;176.9;Sensor D;42.4;-85.3728
0;24.8;56.8;7.2;124.4;Sensor A;42.4;-85.3728
0;26.2;65.6;7.5;148.4;Sensor A;42.4;-85.3728
0;24.4;66;7.2;181.6;Sensor A;42.4;-85.3728
0;26;62.1;6.6;153.5;Sensor A;42.4;-85.3728
3;26.2;62.3;7;193.7;Sensor D;42.4;-85.3728
1;27.1;63.6;6.8;190.2;Sensor B;42.4;-85.3728
1;25.6;61;6.2;199.5;Sensor B;42.4;-85.3728
0;27.7;54.4;7.2;139.9;Sensor A;42.4;-85.3728
3;26.2;54.3;6.9;133.1;Sensor D;42.4;-85.3728
0;26.7;52.2;6.2;156.2;Sensor A;42.4;-85.3728
2;27.1;55.7;6.9;139.5;Sensor C;42.4;-85.3728
3;27.6;61.3;6.8;196.6;Sensor D;42.4;-85.3728
1;27.5;55.5;6.3;130.6;Sensor B;42.4;-85.3728
3;23.6;50.6;6.9;130.4;Sensor D;42.4;-85.3728
1;25;57.9;7.2;192.9;Sensor B;42.4;-85.3728
1;27.6;54.4;7;177.8;Sensor B;42.4;-85.3728
1;24;61.1;7;161.5;Sensor B;42.4;-85.3728
4;24.2;67.4;6.8;122.4;Sensor E;42.4;-85.3728
1;25.6;68.7;6.5;168.8;Sensor B;42.4;-85.3728
2;24.3;53.6;6.1;184.4;Sensor C;42.4;-85.3728
1;26.4;52.3;7.5;177.3;Sensor B;42.4;-85.3728
1;26.6;57.2;6.8;152.1;Sensor B;42.4;-85.3728
1;26.4;58.5;7.5;121.6;Sensor B;42.4;-85.3728
2;25.2;57.9;6.7;156.1;Sensor C;42.4;-85.3728
2;23.4;55.2;6;171.7;Sensor C;42.4;-85.3728
0;23.6;59.7;6.1;185.2;Sensor A;42.4;-85.3728
4;24.2;69.9;7;163.3;Sensor E;42.4;-85.3728
3;26.4;53.8;7;175.4;Sensor D;42.4;-85.3728
1;26.1;63.4;6.7;147.8;Sensor B;42.4;-85.3728
3;27.8;64.5;6.9;192.7;Sensor D;42.4;-85.3728
2;25.6;62.7;7.3;193.6;Sensor C;42.4;-85.3728
0;27.9;68;7.1;115.2;Sensor A;42.4;-85.3728
3;26.1;52.3;6.1;161.3;Sensor D;42.4;-85.3728
0;26.4;64.6;6.5;163.6;Sensor A;42.4;-85.3728
2;24.9;54.2;7;129.5;Sensor C;42.4;-85.3728
3;27.3;68.4;6.3;192.4;Sensor D;42.4;-85.3728
3;26.1;52.3;7.4;136.3;Sensor D;42.4;-85.3728
3;23.1;67.1;6.8;162.6;Sensor D;42.4;-85.3728
2;23.5;68.4;6.7;171.9;Sensor C;42.4;-85.3728
2;25.1;68.5;7;194.9;Sensor C;42.4;-85.3728
4;24;58.8;7.3;134.7;Sensor E;42.4;-85.3728
1;26.7;69.7;6.9;158.9;Sensor B;42.4;-85.3728
3;26.7;50.5;7.1;126.8;Sensor D;42.4;-85.3728
3;24.6;56.5;7.3;137.7;Sensor D;42.4;-85.3728
2;27.5;50.7;7;144;Sensor C;42.4;-85.3728
3;27.6;58.5;6.2;156.7;Sensor D;42.4;-85.3728
3;26.7;57.6;6.4;145.1;Sensor D;42.4;-85.3728
3;27;62;6.9;142.9;Sensor D;42.4;-85.3728
1;23.2;53;6.8;153.1;Sensor B;42.4;-85.3728
2;23.5;65.4;6.4;186.2;Sensor C;42.4;-85.3728
4;27.3;55.2;6.3;141.5;Sensor E;42.4;-85.3728
0;27.5;62.9;6.1;181.4;Sensor A;42.4;-85.3728
3;25.6;57;7.4;188.6;Sensor D;42.4;-85.3728
0;23.3;50;6;183.5;Sensor A;42.4;-85.3728
2;24.9;53.7;6.3;166.3;Sensor C;42.4;-85.3728
3;26.8;66.4;6.8;177.8;Sensor D;42.4;-85.3728
3;27.4;56.6;6.1;127.9;Sensor D;42.4;-85.3728
1;24.1;67.2;6.4;173.3;Sensor B;42.4;-85.3728
1;26.3;52.1;6.8;127.2;Sensor B;42.4;-85.3728
3;23.6;60.4;6.8;140.9;Sensor D;42.4;-85.3728
3;24.4;79.2;7.2;90.8;Sensor D;42.4;-85.3728
3;23.1;84.9;6.9;71.3;Sensor D;42.4;-85.3728
0;24;77;7.6;90.8;Sensor A;42.4;-85.3728
3;24.9;75.6;6.8;89.8;Sensor D;42.4;-85.3728
1;25.4;83.6;6.2;88.4;Sensor B;42.4;-85.3728
1;24.7;81.7;6.6;78.6;Sensor B;42.4;-85.3728
0;25;80.5;7.3;96.3;Sensor A;42.4;-85.3728
3;22.5;81.3;6.4;64.2;Sensor D;42.4;-85.3728
2;23.6;79.3;7.7;72.5;Sensor C;42.4;-85.3728
3;24.6;79.1;5.9;71.9;Sensor D;42.4;-85.3728
3;23.1;83.6;7.2;71.8;Sensor D;42.4;-85.3728
4;23.5;83.6;6.2;79.8;Sensor E;42.4;-85.3728
3;24.1;75.9;6;69.9;Sensor D;42.4;-85.3728
3;24.7;84.8;6.3;89.8;Sensor D;42.4;-85.3728
1;24.5;84.4;6.2;90.9;Sensor B;42.4;-85.3728
0;24.5;82.2;7.1;64;Sensor A;42.4;-85.3728
1;23.5;81.7;6.7;86.8;Sensor B;42.4;-85.3728
0;24.2;76;6.4;69.1;Sensor A;42.4;-85.3728
3;25;78.2;7.5;86.1;Sensor D;42.4;-85.3728
1;26;77.1;7.4;89.1;Sensor B;42.4;-85.3728
3;23.7;81.7;7.4;99.4;Sensor D;42.4;-85.3728
0;25.7;81.4;6.7;78.6;Sensor A;42.4;-85.3728
2;22;84.6;6.1;86;Sensor C;42.4;-85.3728
1;22.4;84.6;7.3;93.5;Sensor B;42.4;-85.3728
3;25;82.2;8;95;Sensor D;42.4;-85.3728
2;23.5;77.2;6.2;87.5;Sensor C;42.4;-85.3728
2;22.8;82.6;6.6;81.5;Sensor C;42.4;-85.3728
2;25.5;80;7.3;67.1;Sensor C;42.4;-85.3728
4;25.2;83.5;5.9;86.6;Sensor E;42.4;-85.3728
0;22.8;77.5;7.2;64.6;Sensor A;42.4;-85.3728
3;23.4;77.4;8;71.7;Sensor D;42.4;-85.3728
1;24.9;78.2;6;79.6;Sensor B;42.4;-85.3728
1;24.1;84.5;6.8;80.4;Sensor B;42.4;-85.3728
1;25;79;7.4;97.1;Sensor B;42.4;-85.3728
2;23.7;84.5;6.5;88.5;Sensor C;42.4;-85.3728
0;25.5;84.1;7.2;88.9;Sensor A;42.4;-85.3728
1;22;79.5;7.4;90.4;Sensor B;42.4;-85.3728
2;23.6;78.1;6.1;81;Sensor C;42.4;-85.3728
1;24;78;6.4;84.6;Sensor B;42.4;-85.3728
3;24.7;75.6;6.3;61.8;Sensor D;42.4;-85.3728
2;24.3;84.9;6.9;65;Sensor C;42.4;-85.3728
3;24.3;81;7.8;90.4;Sensor D;42.4;-85.3728
1;24.3;84.6;6.5;81.1;Sensor B;42.4;-85.3728
3;25.7;81.2;7.6;99.9;Sensor D;42.4;-85.3728
2;24.9;76.3;7;91.9;Sensor C;42.4;-85.3728
2;22.6;77.3;7.2;75.1;Sensor C;42.4;-85.3728
3;23.9;75.7;6.8;90.5;Sensor D;42.4;-85.3728
1;23.4;76.4;7.4;78.8;Sensor B;42.4;-85.3728
2;25;81.3;6.9;80;Sensor C;42.4;-85.3728
2;25.2;80.3;7.9;84.6;Sensor C;42.4;-85.3728
4;22.7;77.1;6;77.6;Sensor E;42.4;-85.3728
0;22.5;76.3;7.4;86.8;Sensor A;42.4;-85.3728
1;23;75.5;6.5;70.7;Sensor B;42.4;-85.3728
4;25.3;75.7;6.2;62.6;Sensor E;42.4;-85.3728
1;23;82.3;6.4;66.5;Sensor B;42.4;-85.3728
1;22.8;84.1;7;91.6;Sensor B;42.4;-85.3728
2;23.5;76;7.9;84.1;Sensor C;42.4;-85.3728
1;24.4;80.8;6.3;98.6;Sensor B;42.4;-85.3728
2;22.9;75.4;6.1;67.1;Sensor C;42.4;-85.3728
1;25.5;81.1;6.8;95.4;Sensor B;42.4;-85.3728
2;25.3;81.8;7.4;83.5;Sensor C;42.4;-85.3728
2;22.4;81.5;6.7;65.5;Sensor C;42.4;-85.3728
0;25.8;75;7.6;91.4;Sensor A;42.4;-85.3728
2;25.7;77.9;6.5;66.2;Sensor C;42.4;-85.3728
3;22.1;82.9;7.1;60.7;Sensor D;42.4;-85.3728
4;25.1;82.5;6.5;93.5;Sensor E;42.4;-85.3728
0;22.2;76.2;6.1;70.4;Sensor A;42.4;-85.3728
4;24;76.6;8;76.1;Sensor E;42.4;-85.3728
2;25.4;76.5;7.5;62.5;Sensor C;42.4;-85.3728
2;23.8;83;7.8;66.3;Sensor C;42.4;-85.3728
3;24.2;76.7;6.4;61.9;Sensor D;42.4;-85.3728
3;25.3;77.9;5.9;72.8;Sensor D;42.4;-85.3728
3;22.6;80.4;6.1;88.6;Sensor D;42.4;-85.3728
1;23;78.7;6;99.8;Sensor B;42.4;-85.3728
2;22.7;80.4;7.6;90.1;Sensor C;42.4;-85.3728
1;23.8;83.9;6.7;71;Sensor B;42.4;-85.3728
1;25.5;81.6;6.2;76.9;Sensor B;42.4;-85.3728
1;26;82;7.3;74.1;Sensor B;42.4;-85.3728
2;25.5;80;5.8;99.4;Sensor C;42.4;-85.3728
4;24.4;81.7;6.8;60.8;Sensor E;42.4;-85.3728
4;23;76.5;7;90.6;Sensor E;42.4;-85.3728
2;23.5;76.7;8;80.1;Sensor C;42.4;-85.3728
3;22.8;76.8;6.6;97.8;Sensor D;42.4;-85.3728
3;24.7;77.7;8;85.2;Sensor D;42.4;-85.3728
3;23.5;82.4;7.9;93.5;Sensor D;42.4;-85.3728
1;25.6;77.9;6.7;78.6;Sensor B;42.4;-85.3728
4;22.1;82.8;6.7;67.1;Sensor E;42.4;-85.3728
0;24.7;78.5;7.8;69.3;Sensor A;42.4;-85.3728
3;25.8;84.2;6.6;77;Sensor D;42.4;-85.3728
2;22.5;75.4;7.5;71.9;Sensor C;42.4;-85.3728
2;23.7;77.5;7.3;74.9;Sensor C;42.4;-85.3728
0;22;81.8;7.8;92.2;Sensor A;42.4;-85.3728
2;24.3;80.1;6.4;69.5;Sensor C;42.4;-85.3728
0;22.9;82.7;7.6;92.9;Sensor A;42.4;-85.3728
2;23.4;78.6;6.2;81.2;Sensor C;42.4;-85.3728
2;22.1;78.6;6.4;74.9;Sensor C;42.4;-85.3728
3;23;76.1;6.9;91.5;Sensor D;42.4;-85.3728
2;24.5;75.4;7.8;63.9;Sensor C;42.4;-85.3728
3;23.7;75.8;7.6;76.6;Sensor D;42.4;-85.3728
2;22.3;83.9;7.3;65.4;Sensor C;42.4;-85.3728
4;32.8;60.6;6.2;87.8;Sensor E;42.4;-85.3728
4;33.8;61.4;6.3;92.7;Sensor E;42.4;-85.3728
1;33.8;58.4;6;113.9;Sensor B;42.4;-85.3728
3;31.4;68.1;6.1;67.2;Sensor D;42.4;-85.3728
3;30.8;72;6.3;74.7;Sensor D;42.4;-85.3728
3;32.8;69.6;6.1;140.8;Sensor D;42.4;-85.3728
3;32.8;56.6;6.4;70.6;Sensor D;42.4;-85.3728
1;33.6;58.5;6.1;124.2;Sensor B;42.4;-85.3728
2;31.8;60.9;6.4;86.1;Sensor C;42.4;-85.3728
2;32.9;70.4;6.1;134;Sensor C;42.4;-85.3728
0;30.7;66.5;6.2;88.7;Sensor A;42.4;-85.3728
2;31.1;62.4;6.2;118.8;Sensor C;42.4;-85.3728
3;31.2;60;6.2;78.9;Sensor D;42.4;-85.3728
4;30.3;63.2;6.4;97.8;Sensor E;42.4;-85.3728
1;33.5;74.8;6.2;87.3;Sensor B;42.4;-85.3728
3;33.9;57.3;6.4;73.9;Sensor D;42.4;-85.3728
1;32.2;58.4;6.1;142.3;Sensor B;42.4;-85.3728
1;30.7;59.9;6.1;103.7;Sensor B;42.4;-85.3728
2;30.9;61.3;6.3;119.6;Sensor C;42.4;-85.3728
2;33.5;59.6;6.5;123.4;Sensor C;42.4;-85.3728
1;33.3;60.1;6.1;147;Sensor B;42.4;-85.3728
3;31.4;69.4;6.3;77.6;Sensor D;42.4;-85.3728
3;31.8;65.4;6;147.2;Sensor D;42.4;-85.3728
4;33;66.1;6.3;87.4;Sensor E;42.4;-85.3728
3;32.5;57.7;6.4;127.6;Sensor D;42.4;-85.3728
2;30;62.9;6.3;78.5;Sensor C;42.4;-85.3728
4;33.9;58;6.5;117.6;Sensor E;42.4;-85.3728
2;30.4;59.9;6;110.1;Sensor C;42.4;-85.3728
1;33.8;62.7;6.5;95.8;Sensor B;42.4;-85.3728
0;30;59.4;6;127.3;Sensor A;42.4;-85.3728
1;31.1;69;6.4;95.5;Sensor B;42.4;-85.3728
1;32.7;57.6;6.1;103.5;Sensor B;42.4;-85.3728
2;31.9;70.4;6.2;85.8;Sensor C;42.4;-85.3728
4;31.1;69;6;72.2;Sensor E;42.4;-85.3728
1;33.6;64.8;6.1;70.3;Sensor B;42.4;-85.3728
0;32.9;69.7;6.2;136.3;Sensor A;42.4;-85.3728
2;32.2;62.5;6.4;87.5;Sensor C;42.4;-85.3728
2;30.1;56.8;6.4;101.4;Sensor C;42.4;-85.3728
1;33.9;74.3;6.5;97.7;Sensor B;42.4;-85.3728
4;30.5;68.5;6.3;149.1;Sensor E;42.4;-85.3728
1;31.9;71.5;6;93.3;Sensor B;42.4;-85.3728
1;33.6;57.3;6.2;126.2;Sensor B;42.4;-85.3728
3;30.5;58.5;6;71.1;Sensor D;42.4;-85.3728
1;33.9;74.8;6.1;142.7;Sensor B;42.4;-85.3728
2;33;72.2;6.2;78.8;Sensor C;42.4;-85.3728
2;33;69.8;6.4;119.6;Sensor C;42.4;-85.3728
1;32.1;62.9;6.5;82.4;Sensor B;42.4;-85.3728
0;31.1;59.7;6.1;140.9;Sensor A;42.4;-85.3728
1;31.4;60.9;6.2;116.5;Sensor B;42.4;-85.3728
1;33.3;74.7;6.5;69.8;Sensor B;42.4;-85.3728
3;31.5;63.2;6.1;91.4;Sensor D;42.4;-85.3728
0;30.3;70.5;6.3;85.9;Sensor A;42.4;-85.3728
0;30.1;61.1;6.2;106.8;Sensor A;42.4;-85.3728
2;30.4;67.9;6.3;109.9;Sensor C;42.4;-85.3728
0;30.1;65;6.1;97.7;Sensor A;42.4;-85.3728
3;32.5;65.6;6;103.6;Sensor D;42.4;-85.3728
2;30.4;75;6.1;105;Sensor C;42.4;-85.3728
1;32.6;61.9;6;108.8;Sensor B;42.4;-85.3728
1;33.5;66.7;6;67.1;Sensor B;42.4;-85.3728
0;33.3;68.9;6.2;128.8;Sensor A;42.4;-85.3728
4;30.8;67.4;6.5;131.9;Sensor E;42.4;-85.3728
3;33.2;68.9;6.2;116.7;Sensor D;42.4;-85.3728
1;32.4;65.2;6.3;91.1;Sensor B;42.4;-85.3728
1;33;72.2;6.5;111.3;Sensor B;42.4;-85.3728
1;30.2;62.4;6.3;116.6;Sensor B;42.4;-85.3728
0;33.4;60.9;6.5;98;Sensor A;42.4;-85.3728
2;32.7;67.4;6.2;93.3;Sensor C;42.4;-85.3728
2;30.1;62.4;6.1;129.4;Sensor C;42.4;-85.3728
2;32.7;62.5;6.3;111.5;Sensor C;42.4;-85.3728
3;32.3;66.7;6.1;105.7;Sensor D;42.4;-85.3728
1;31.2;55.6;6;81.3;Sensor B;42.4;-85.3728
0;33.6;73.2;6.1;65.8;Sensor A;42.4;-85.3728
2;32.3;60;6.5;130.5;Sensor C;42.4;-85.3728
3;31.3;65.6;6.3;128.4;Sensor D;42.4;-85.3728
2;32.9;70.6;6.2;72.1;Sensor C;42.4;-85.3728
2;33.9;70.6;6.4;137.3;Sensor C;42.4;-85.3728
2;32.4;61;6.5;70.4;Sensor C;42.4;-85.3728
1;33.1;67.6;6.4;120;Sensor B;42.4;-85.3728
2;33.1;57.4;6;136.2;Sensor C;42.4;-85.3728
3;32.5;71.1;6.1;104.1;Sensor D;42.4;-85.3728
0;31.9;62.3;6.4;139.2;Sensor A;42.4;-85.3728
1;30.9;62;6.1;92.3;Sensor B;42.4;-85.3728
3;32;69.6;6.1;76.1;Sensor D;42.4;-85.3728
0;31.2;63;6.4;136.8;Sensor A;42.4;-85.3728
2;32.1;57.1;6.1;125.1;Sensor C;42.4;-85.3728
3;32.2;55.3;6.2;87.1;Sensor D;42.4;-85.3728
4;33.5;56.1;6.3;91.8;Sensor E;42.4;-85.3728
2;32.1;58.3;6.2;144.5;Sensor C;42.4;-85.3728
1;32.8;69.6;6.1;145.1;Sensor B;42.4;-85.3728
4;32.3;72.4;6.4;75;Sensor E;42.4;-85.3728
1;32.3;60.5;6.4;141.5;Sensor B;42.4;-85.3728
3;32.3;66;6.1;111.4;Sensor D;42.4;-85.3728
0;31.1;72.7;6.4;86.4;Sensor A;42.4;-85.3728
3;33.4;62.4;6.1;137.7;Sensor D;42.4;-85.3728
3;33.3;62.9;6.3;74.9;Sensor D;42.4;-85.3728
2;30.7;61.9;6.1;65.4;Sensor C;42.4;-85.3728
4;30.3;74.5;6.4;62.9;Sensor E;42.4;-85.3728
3;30.7;64.3;6.2;78.7;Sensor D;42.4;-85.3728
3;30.8;67.7;6.4;118.7;Sensor D;42.4;-85.3728
3;31.9;71.8;6.1;142.9;Sensor D;42.4;-85.3728
2;18.4;13.4;6.2;54.9;Sensor C;42.4;-85.3728
3;17.5;13.9;6.5;46;Sensor D;42.4;-85.3728
2;18.9;13;6.6;52.5;Sensor C;42.4;-85.3728
1;18.3;13.8;6.3;52;Sensor B;42.4;-85.3728
3;16.3;13;6.8;45.7;Sensor D;42.4;-85.3728
4;17.5;13.4;5.9;45.6;Sensor E;42.4;-85.3728
3;18.3;13.6;6.5;51.7;Sensor D;42.4;-85.3728
0;18.4;13.6;6.2;46.1;Sensor A;42.4;-85.3728
1;18.8;13.9;6.7;48.7;Sensor B;42.4;-85.3728
1;17.4;13.3;6;48.1;Sensor B;42.4;-85.3728
1;17.1;13.5;6.9;51.8;Sensor B;42.4;-85.3728
1;17.7;13.8;6.6;49;Sensor B;42.4;-85.3728
1;16.4;13;7;51.4;Sensor B;42.4;-85.3728
3;17.3;13.9;6.1;52.7;Sensor D;42.4;-85.3728
1;19;13.6;6.5;45.2;Sensor B;42.4;-85.3728
4;16.7;13.9;6.2;46.3;Sensor E;42.4;-85.3728
2;18.7;13.3;6.3;47.6;Sensor C;42.4;-85.3728
2;18.8;14;6.4;53;Sensor C;42.4;-85.3728
1;18.6;13.2;5.9;47.5;Sensor B;42.4;-85.3728
1;18.7;13.9;6.9;53.5;Sensor B;42.4;-85.3728
4;17.2;13.9;6.9;52.3;Sensor E;42.4;-85.3728
4;17.4;13.6;7;53.4;Sensor E;42.4;-85.3728
1;18.3;13.9;6.7;52.2;Sensor B;42.4;-85.3728
3;16.6;13.7;6.4;52.8;Sensor D;42.4;-85.3728
3;17.1;13.3;6.3;47.9;Sensor D;42.4;-85.3728
2;17.9;13.8;5.8;51.8;Sensor C;42.4;-85.3728
1;17.5;13.4;6.6;48.5;Sensor B;42.4;-85.3728
2;18.5;13.3;6.5;54.6;Sensor C;42.4;-85.3728
1;17.8;13.3;6.4;51.3;Sensor B;42.4;-85.3728
0;16.6;13.7;6.9;52.9;Sensor A;42.4;-85.3728
1;17.9;13;6.4;54.6;Sensor B;42.4;-85.3728
3;16.4;13.1;7;47.8;Sensor D;42.4;-85.3728
2;18.9;13.5;6.6;45.3;Sensor C;42.4;-85.3728
1;17.2;13.6;6.3;51.1;Sensor B;42.4;-85.3728
2;16.8;13.4;6.5;54.5;Sensor C;42.4;-85.3728
4;18.3;13.7;6.3;47.8;Sensor E;42.4;-85.3728
3;18.4;13.8;6.9;48.8;Sensor D;42.4;-85.3728
4;16.8;13.4;6.2;54.2;Sensor E;42.4;-85.3728
1;18.4;13.4;6.3;54.7;Sensor B;42.4;-85.3728
1;18.6;13.6;6.4;50.9;Sensor B;42.4;-85.3728
1;17.9;13.6;6.9;47.2;Sensor B;42.4;-85.3728
2;16.9;13.9;6;54;Sensor C;42.4;-85.3728
0;18.9;13.1;7;46.1;Sensor A;42.4;-85.3728
2;18.1;13.2;6;46.2;Sensor C;42.4;-85.3728
1;18.5;13.2;6.8;50.5;Sensor B;42.4;-85.3728
1;17.2;13.2;6.1;49.3;Sensor B;42.4;-85.3728
2;16.2;13.1;6.1;53.1;Sensor C;42.4;-85.3728
3;16.5;13.9;6.3;45.7;Sensor D;42.4;-85.3728
1;16.9;13.7;6.4;49.3;Sensor B;42.4;-85.3728
2;17.5;13.1;6.8;49.6;Sensor C;42.4;-85.3728
3;18.9;14;6.4;49.8;Sensor D;42.4;-85.3728
3;18;13.6;6.4;54;Sensor D;42.4;-85.3728
3;16.6;13.1;6;48.9;Sensor D;42.4;-85.3728
4;16.9;13.3;6.1;53.5;Sensor E;42.4;-85.3728
4;18.5;13.3;6.8;48.7;Sensor E;42.4;-85.3728
4;17.4;13.5;6.5;51.9;Sensor E;42.4;-85.3728
1;19;13.9;6.2;51.6;Sensor B;42.4;-85.3728
4;16.8;13.4;6.1;54.7;Sensor E;42.4;-85.3728
4;16.9;13.2;6.4;49.7;Sensor E;42.4;-85.3728
1;18.7;13.9;6.6;52.6;Sensor B;42.4;-85.3728
1;18.4;13.4;6.7;47.4;Sensor B;42.4;-85.3728
4;17;14;6;45.2;Sensor E;42.4;-85.3728
2;18.6;13.7;6.3;48.7;Sensor C;42.4;-85.3728
3;17.1;13.4;5.9;48.4;Sensor D;42.4;-85.3728
2;18.3;13.2;6.9;53.4;Sensor C;42.4;-85.3728
0;17.1;13.8;7;45.6;Sensor A;42.4;-85.3728
2;16.6;13;6.7;51.3;Sensor C;42.4;-85.3728
1;17.8;13.5;6.1;52.4;Sensor B;42.4;-85.3728
3;17.1;13.9;6.4;47.3;Sensor D;42.4;-85.3728
3;16.4;13;5.9;46.3;Sensor D;42.4;-85.3728
2;17.4;13.1;7;51.3;Sensor C;42.4;-85.3728
3;16.1;13.3;6.2;50.3;Sensor D;42.4;-85.3728
2;18.1;14;6.6;47.5;Sensor C;42.4;-85.3728
3;17.2;13.7;6;53.9;Sensor D;42.4;-85.3728
2;16.7;13.8;6.6;50.3;Sensor C;42.4;-85.3728
1;16.5;13;6;54.6;Sensor B;42.4;-85.3728
2;17.8;13.9;6.6;54.5;Sensor C;42.4;-85.3728
2;18.4;13.3;6.7;48.4;Sensor C;42.4;-85.3728
3;16.1;13.6;6.7;49.1;Sensor D;42.4;-85.3728
3;17.1;13.9;7;52.8;Sensor D;42.4;-85.3728
2;16.2;13.2;6.7;46.4;Sensor C;42.4;-85.3728
1;16.7;13.8;6.4;53.8;Sensor B;42.4;-85.3728
1;16.1;13.9;6.2;51.7;Sensor B;42.4;-85.3728
3;18.4;13.7;6.6;50.7;Sensor D;42.4;-85.3728
0;18.5;13.4;6.2;51.3;Sensor A;42.4;-85.3728
3;16.6;13.8;6.7;52;Sensor D;42.4;-85.3728
3;16;13.2;6.8;54.5;Sensor D;42.4;-85.3728
3;16.8;13.5;7;47.1;Sensor D;42.4;-85.3728
3;17.3;13.6;6.3;47.3;Sensor D;42.4;-85.3728
1;18.4;13.7;6.3;51.9;Sensor B;42.4;-85.3728
2;18.3;13.6;6.4;54.2;Sensor C;42.4;-85.3728
2;16.6;13.5;6.4;46.2;Sensor C;42.4;-85.3728
0;17;13.7;6.7;53.2;Sensor A;42.4;-85.3728
2;17.2;13.7;6.2;54.2;Sensor C;42.4;-85.3728
3;17.7;13.8;5.9;47.2;Sensor D;42.4;-85.3728
2;16.1;13.2;6.3;52.5;Sensor C;42.4;-85.3728
2;18.5;13.5;5.8;54;Sensor C;42.4;-85.3728
0;18.6;13.3;6.1;48.7;Sensor A;42.4;-85.3728
0;17.1;13.8;5.9;50.2;Sensor A;42.4;-85.3728
4;18.6;14;6;51.1;Sensor E;42.4;-85.3728
1;31.5;72.7;5.4;329.3;Sensor B;42.4;-85.3728
1;23.2;70.1;5.1;278.3;Sensor B;42.4;-85.3728
2;22.7;70;5.5;381.1;Sensor C;42.4;-85.3728
2;29.1;60.8;5.7;270.4;Sensor C;42.4;-85.3728
3;22.5;64.6;5.4;379;Sensor D;42.4;-85.3728
4;33.9;64.1;5.2;253.1;Sensor E;42.4;-85.3728
1;26.6;70.8;4.6;361.1;Sensor B;42.4;-85.3728
3;29.4;69.5;4.9;296.1;Sensor D;42.4;-85.3728
3;32.9;66.6;5.7;391.4;Sensor D;42.4;-85.3728
1;26.2;71.1;5.2;250.8;Sensor B;42.4;-85.3728
4;32.8;76.5;5.7;232;Sensor E;42.4;-85.3728
0;30.9;71.7;4.6;243.5;Sensor A;42.4;-85.3728
1;32.8;64.2;5.5;348.7;Sensor B;42.4;-85.3728
3;21.6;73.9;5.5;315.4;Sensor D;42.4;-85.3728
3;21.6;62.1;4.7;305.6;Sensor D;42.4;-85.3728
2;24.9;71.1;5.8;250.4;Sensor C;42.4;-85.3728
1;23.4;65.5;5.4;232.5;Sensor B;42.4;-85.3728
4;32.6;75;5.4;237.8;Sensor E;42.4;-85.3728
3;33;73.8;5.4;363;Sensor D;42.4;-85.3728
1;21.2;63.9;4.7;210.7;Sensor B;42.4;-85.3728
4;32.3;77.1;5.7;259.7;Sensor E;42.4;-85.3728
3;31.9;71.3;5.1;368.6;Sensor D;42.4;-85.3728
2;20.5;68.5;5.9;364.5;Sensor C;42.4;-85.3728
3;30.2;70.8;5.9;384.8;Sensor D;42.4;-85.3728
0;32.8;76.1;5.6;213.9;Sensor A;42.4;-85.3728
3;28.6;70.2;5.5;239.4;Sensor D;42.4;-85.3728
4;33.2;69;5.7;273.1;Sensor E;42.4;-85.3728
1;30.9;75;4.7;256.4;Sensor B;42.4;-85.3728
0;23.3;79.9;5.4;375.5;Sensor A;42.4;-85.3728
1;26.9;77.7;5;301.2;Sensor B;42.4;-85.3728
1;34;76.8;5.8;359.9;Sensor B;42.4;-85.3728
1;20.1;64.9;6;255.8;Sensor B;42.4;-85.3728
2;26.1;68.7;5;289.5;Sensor C;42.4;-85.3728
2;22.1;71.1;5.7;230.6;Sensor C;42.4;-85.3728
1;34;79.8;5.9;304.1;Sensor B;42.4;-85.3728
3;28.5;72;5.1;257.7;Sensor D;42.4;-85.3728
1;28;65.9;4.7;366.4;Sensor B;42.4;-85.3728
0;27;61.7;5;210.7;Sensor A;42.4;-85.3728
0;33.1;61.1;4.6;248.9;Sensor A;42.4;-85.3728
0;31.6;63.1;5;390.4;Sensor A;42.4;-85.3728
4;27.5;73;4.5;240.3;Sensor E;42.4;-85.3728
3;24.3;72.9;4.7;205.5;Sensor D;42.4;-85.3728
4;28.7;68.5;4.6;269.2;Sensor E;42.4;-85.3728
0;25.3;77.9;4.6;230.7;Sensor A;42.4;-85.3728
4;30.8;66.8;5.6;364.3;Sensor E;42.4;-85.3728
2;24.8;66.9;5.6;321.5;Sensor C;42.4;-85.3728
0;21.3;69.6;5.4;397.3;Sensor A;42.4;-85.3728
4;22.7;76;4.6;358.1;Sensor E;42.4;-85.3728
1;29;79.7;4.7;235.2;Sensor B;42.4;-85.3728
1;26.7;67.6;4.9;285.1;Sensor B;42.4;-85.3728
2;26.4;71.2;4.6;215.3;Sensor C;42.4;-85.3728
3;25.2;63.9;6;255.1;Sensor D;42.4;-85.3728
3;22.2;62.6;4.9;309.6;Sensor D;42.4;-85.3728
1;22.2;72.3;5.1;342.1;Sensor B;42.4;-85.3728
1;26;76.6;5.1;342.3;Sensor B;42.4;-85.3728
1;27.7;77.7;5.4;279.2;Sensor B;42.4;-85.3728
1;28.6;60;5.2;209.7;Sensor B;42.4;-85.3728
2;21.8;65.8;4.5;302.9;Sensor C;42.4;-85.3728
1;24.6;65.8;5.7;396.3;Sensor B;42.4;-85.3728
1;28.8;64.8;5.7;233.4;Sensor B;42.4;-85.3728
